customer_id,full_name,birth_date,gender,email,join_date,last_purchase,total_spent,membership_tier,discount_used,product_rating,address,phone_number,loyalty_points,purchase_frequency
CUST15881,Guy Young,1963-02-12,M,vanessabrown@example.org,2025-04-06,2024-09-29,1067.47,Gold,False,2,"11951 Austin Ford Suite 507, Johnsonborough, NM 19945",810-676-9158,34,Weekly
CUST15882,Patrick Clayton,1995-07-17,Female,eileenharris@example.org,05/08/2021,2024-08-18,429.03,,N,2,"91264 Davidson Dale, Aliciabury, LA 57539",001-219-537-9071,1246,Yearly
CUST15883,Edwin Butler,1991-05-12,nan,amcguire@example.com,2023-12-17,2024-12-09,1085.28,Silver,False,5,"07322 Long Wells Suite 937, Johnland, MD 69466",,1149,
CUST15884,Brandon Walker,1988-11-09,Female,wlewis@example.org,06/23/2021,2024-11-22,357.08,Bronze,N,4,"545 Blair Plaza Suite 228, Blairburgh, OR 59889",,2176 points,Yearly
CUST15885,Robert Carlson,2006-06-27,U,dylanallen@example.com,Invalid Date,,1073.66,Bronze,nan,4,"71728 Adams Mission, West Daniellechester, NH 67615",463.581.4386x195,4905,daily
CUST15886,Diana Robles,1955-07-24,M,huffmanjennifer@example.com,2022-06-22,2024-09-11,651.93,bronze,Yes,nan,"630 Jennings Ford, South Hollyhaven, TN 09336",001-654-225-1134x73308,3641,weekly
CUST15887,Jay Walters,1987-03-28,Male,christopher03@example.com,2022-03-01,2024-10-31,668.99,,nan,1,"8421 Benjamin Loaf, Kristinbury, MN 10502",604-714-8385,3927,daily
CUST15888,RICHARD JIMENEZ,1965-12-04,m,rileysimmons@example.net,06/08/2020,2024-12-14,346.47,Bronze,N,nan,"8198 Ayala Square Apt. 209, Port Erinhaven, NV 18662",972-218-0492,1252,weekly
CUST15889,Michael Moore,1979-09-21,m,montoyaamber@example.org,04/13/2024,2025-03-31,673.08,gold,Y,3,"3382 Jeffrey Crossroad Suite 933, Lake Johnton, PW 94921",+1-955-919-7522,2269,Monthly
CUST15890,Travis Zuniga,1948-11-01,f,adriansmith@example.net,2021-10-01,2024-06-13,1007.81,bronze,True,Unknown,"626 Joanna Knoll Suite 862, South Javier, WY 02779",,4959,
CUST15891,Ronald Pena,1964-04-09,M,cheyennecarson@example.org,2024-03-03,2024-11-04,456.55,,Y,5,"PSC 4820, Box 2921, APO AP 55616",443-306-9594x377,3519 points,Daily
CUST15892,Ashley Pena,1991-08-19,M,lisamartin@example.net,2022-11-02,2025-02-16,398.18,Gold,Yes,3,"07203 Thomas Inlet, Port Brian, PW 91388",+1-352-971-8146x9279,4684 points,Weekly
CUST15893,Michael Cabrera,1950-07-29,U,njohnson@example.net,2022-02-22,2024-09-23,425.97,,0,nan,"psc 9939, box 0524, apo aa 96974",(516)483-4644x5565,4450,Yearly
CUST15894,Roger Jones,1984-05-06,M,michael91@example.org,2023-01-16,2024-08-15,986.03,,nan,nan,"32097 Amber Village, Lake Ronald, KY 69427",001-331-625-1039x562,2983,daily
CUST15895,DENISE BREWER,1982-12-02,Male,christopherjames@example.com,2021-10-27,2024-12-11,756.61,GOLD,False,Unknown,"1152 Lisa Via, New Pamela, DC 15504",,1441,weekly
CUST15896,Tracy Schultz,1987-04-07,Female,angelareese@example.org,03/10/2024,2024-09-07,934.3,gold,No,3,"079 Henderson Ford, New Garytown, AR 88809",621.297.9098x007,4535,daily
CUST15897,Richard Velasquez,1980-02-12,M,invalid_email@,Invalid Date,2024-12-08,594.09,Bronze,False,3,"5723 Kramer Cove, Collinsberg, CO 85110",(684)355-5805x9738,522,Weekly
CUST15898,Kevin Johnson,1973-05-22,M,hlee@example.org,2024-09-04,2025-01-22,511.8,GOLD,False,3,"08029 Jacqueline Crossroad Suite 410, Port Alexander, TN 16662",+1-346-850-7924,3032,Monthly
CUST15899,Marcus Griffin,1950-11-08,U,invalid_email@,2021-09-22,2024-08-12,627.18,Gold,False,5 stars,"193 Brown Village Apt. 429, South Christopher, MT 90460",232.592.1026,1319,daily
CUST15900,Michael Medina,1950-12-27,nan,susanjohnson@example.org,08/19/2021,2025-03-28,821.05,GOLD,nan,2,"6456 David Glens Apt. 355, North Georgeport, TX 09072",615.554.6285x342,4748,Yearly
CUST15901,Alexander Higgins,1960-02-20,F,coletara@example.com,Invalid Date,2024-06-10,425.86,bronze,N,nan,"9211 Gould Walks Apt. 311, Port Bradley, MI 84552",969-320-2490x792,663,Weekly
CUST15902,Lauren Payne,1982-03-12,nan,karen21@example.net,2023-03-10,2024-11-25,910.6,Bronze,No,2,"353 Johnson Crossing Apt. 997, Port Amandashire, VT 94745",+1-291-261-4001x536,3171,Yearly
CUST15903,Henry Taylor,1964-05-29,U,obecker@example.net,01/08/2024,2025-02-01,609.75,bronze,0,Unknown,"psc 5875, box 9909, apo aa 86022",,1159,Daily
CUST15904,Jerome Woodard,1990-07-20,nan,gilbertlynch@example.com,2021-09-23,2025-01-19,221.88,Bronze,False,4,"765 Brian Vista, Ericaport, TX 26851",452-778-7292,3318,daily
CUST15905,Matthew King,1986-04-30,U,invalid_email@,2025-01-02,2024-10-05,765.05,Silver,Yes,4,"5770 Chase Flats Apt. 023, Garzaberg, MS 56610",(591)841-2500x4330,902,weekly
CUST15906,Erica White,1946-05-08,Male,invalid_email@,03/06/2022,2024-11-27,118.31,Gold,False,5,"362 Stephanie Flat, Kochfort, VA 55055",,4413,Weekly
CUST15907,Gerald Clay,1969-07-16,f,torresjoe@example.net,2020-07-26,2025-02-16,757.75,,No,1,"8359 Leon Causeway, West Michaelstad, MD 67706",797-368-8406x43239,1008,daily
CUST15908,Alexander Wilkinson,1983-05-17,M,derrick25@example.net,2024-11-20,2024-11-13,770.46,Bronze,N,4,"65393 Flores Burgs, South Christopher, AL 46661",(815)666-8907x252,1222,Daily
CUST15909,Alexandra Martinez,2000-01-06,U,hjohnson@example.net,2024-03-22,2024-06-11,598.97,silver,No,5 stars,"029 Aguilar Alley Apt. 012, Morganshire, SD 27862",,126,Weekly
CUST15910,Russell Chandler,1960-11-27,U,,2023-06-06,2025-03-27,663.1,silver,N,2,"5203 Roger Course Apt. 030, New Justin, NY 55178",,1052,
CUST15911,SHAUN DAVIS,1970-11-03,F,cohenteresa@example.net,2020-09-07,2025-03-26,829.66,GOLD,1,3,"6166 Brenda Fall Suite 854, Tannermouth, NV 87153",001-904-207-1836,858 points,Yearly
CUST15912,Emily Tucker,1957-05-26,U,angelphillips@example.org,2020-05-12,2025-03-09,351.31,GOLD,0,4,"1658 Zamora Common, Lawrenceport, DC 68039",,4583,Yearly
CUST15913,Wendy Rhodes,1976-09-20,m,huntmatthew@example.org,2025-03-02,,738.03,bronze,Y,3,"643 Bates Road Apt. 185, New Isaiahfort, VA 01759",257-361-8804x6345,3409,Daily
CUST15914,Sydney Lutz,1984-04-15,f,shelly30@example.net,2024-11-27,2024-09-25,848.91,Bronze,Yes,nan,"51771 Jones Road Apt. 091, Laurashire, NC 84648",,-3585,daily
CUST15915,Nathan Santiago,1992-02-12,M,georgeclayton@example.net,2020-10-12,2025-01-19,1028.02,GOLD,Yes,5 stars,"8694 Green Tunnel, Mackenziestad, MS 15986",2238814164,1978,Weekly
CUST15916,ANGIE BRYANT,1965-10-15,M,johnsonandrew@example.org,2022-06-29,2025-04-06,168.27,Silver,1,5,"867 Scott Street, Genebury, MS 81044",(714)256-9114,2996,Yearly
CUST15917,Laura Davis,1989-01-31,F,ilevy@example.org,05/30/2022,2024-05-28,622.55,bronze,Yes,5,"8039 Neal Orchard, West Tonishire, MI 24858",,4803,Yearly
CUST15918,Kimberly Leach,1983-12-22,Male,kimberly71@example.org,2023-04-21,2024-10-31,211.55,Bronze,Y,2,"15918 Vargas Underpass, Debbieshire, AS 71685",500.700.4384,316,daily
CUST15919,Samantha Roberts,1951-04-20,M,mruiz@example.com,2021-07-16,2024-08-24,198.82,GOLD,True,nan,"91427 Richards Cliff, Adamsmouth, WI 24545",(677)751-4680x4918,2733 points,
CUST15920,Nancy Hubbard,1949-11-24,m,probinson@example.org,2025-02-09,2024-09-21,607.71,GOLD,True,2,"540 Brian Mission, West Vincent, AR 81421",+1-523-717-4234x406,3399,Daily
CUST15921,Robert Phillips,1976-04-08,M,clementsjoanne@example.net,2023-05-24,2024-05-19,523.24,,N,5,"63464 kim inlet apt. 079, sydneyhaven, ok 69982",3279215548,4707,Daily
CUST15922,Eric Nelson,1961-03-28,m,shannon99@example.com,12/31/2024,2024-04-19,843.5,,0,N/A,"70356 Mary Neck Suite 607, Lake Jamesland, IN 76604",,4666 points,Daily
CUST15923,Michelle Guerra,1972-02-23,f,invalid_email@,2024-04-21,2024-04-21,396.15,silver,Y,3,"754 Kayla Forge, Wrighttown, VA 90217",001-536-930-8824x24083,303,Yearly
CUST15924,Crystal Baxter,2006-10-23,f,strongcorey@example.com,2023-06-27,2024-05-07,459.78,Gold,0,Unknown,"15541 White Forest, Brianfort, IA 18063",9596090854,1928,
CUST15925,Juan Marks,1962-02-27,Female,larry57@example.org,2021-08-30,2024-07-24,563.45,GOLD,False,5,"03156 Mallory Plaza Suite 291, Ericaside, WA 03905",688.427.6633x0622,2449,
CUST15926,PAUL GUERRA,1953-06-28,Female,alexis98@example.com,2022-01-01,2024-07-03,241.45,Silver,N,3,"95843 Martin Glens, Port Joseph, MI 41176",642-577-1937x428,1877,Yearly
CUST15927,Cindy Foley,1957-05-20,m,mcdonaldana@example.net,2024-08-30,,283.08,Bronze,Y,3,"3542 Michael Garden Suite 144, Gabrielshire, NV 69430",+1-525-658-3790x587,748 points,
CUST15928,Christopher Mccullough,1991-10-13,Male,christopherhamilton@example.net,2023-06-28,,834.83,GOLD,No,3,"1972 Nicole Glens, New Davidton, OH 91621",001-732-413-9812x183,3274 points,Yearly
CUST15929,Brandon Santiago,2006-07-22,M,invalid_email@,2022-03-24,2024-04-19,335.31,silver,False,3,"508 Reed Crescent Apt. 714, Port Michaelshire, ME 70606",6036910849,3226,weekly
CUST15930,Mary Jacobson,1955-03-19,U,paulcarey@example.org,2025-03-18,2024-09-27,854.74,GOLD,Yes,4,"207 Hernandez Course, Reyesberg, KS 48623",237.701.4914x380,415,weekly
CUST15931,Matthew Mccullough,1969-05-06,M,jenniferwhite@example.org,2022-10-11,2024-07-07,682.19,GOLD,0,1,"14461 Amy Turnpike, New Susan, GA 07459",(519)438-0704,221 points,Yearly
CUST15932,Laura Santos,1989-06-08,Female,morrisashley@example.com,2022-10-08,2024-07-13,35.74,Gold,True,3,"9016 Villarreal Mission Suite 034, Amyshire, CT 94444",,3413,Yearly
CUST15933,Kristen Lee,1971-06-20,nan,williamsemma@example.org,2022-03-10,2024-06-05,659.11,silver,1,5,"9805 Neal Landing, South Lisaton, IN 54020",001-985-364-1207x32924,3930,Yearly
CUST15934,Carlos Jones,1969-08-25,U,wrightmark@example.net,2021-10-03,,656.74,bronze,1,Unknown,"86114 Sheila Dale, Antonioview, MO 75160",,2762 points,Monthly
CUST15935,Dr. Alexander Bryant MD,1960-01-23,m,fmartinez@example.org,2021-06-06,2025-03-23,626.88,Silver,False,Unknown,"4226 Elizabeth Cliffs, East Markborough, PW 53817",,4826,weekly
CUST15936,ZACHARY JACKSON,1965-04-11,U,invalid_email@,06/12/2021,2024-06-04,457.44,bronze,True,nan,"37083 Hayden Court, Maryton, ID 54831",549.406.4389,1007,Weekly
CUST15937,Steven Humphrey,1998-04-29,nan,warnerlouis@example.org,2024-03-29,2024-11-02,217.98,gold,No,nan,"391 brian wall, new chadtown, md 01207",6833179154,4528,Daily
CUST15938,Benjamin Perez,1955-01-26,M,,2020-12-22,2024-05-05,903.86,,Y,5 stars,"22029 Tara Island Apt. 746, Travisview, VT 99853",223-565-8269,656,Weekly
CUST15939,David Johnson,1999-07-03,M,,2023-05-19,2024-09-03,469.53,Bronze,Y,N/A,"Unit 3013 Box 9145, DPO AE 11629",271-926-7015x2658,3366,weekly
CUST15940,Katherine Barber,1985-03-09,Male,benjamin12@example.org,2020-08-12,2025-01-20,234.98,bronze,True,4,"96785 Garza Lake, North Amy, AS 30184",792-690-0791x624,4808,daily
CUST15941,Jose Nguyen,1964-11-26,F,taylor43@example.org,2023-07-13,2024-09-29,637.24,Gold,No,3,"4338 Vasquez Row Suite 332, West Stevechester, NC 02523",716.621.4119,4536,Daily
CUST15942,Todd Martinez,1985-07-28,U,regina21@example.com,2023-05-19,2025-01-16,277.17,Silver,Yes,3,"283 Jenkins Crest Apt. 604, North Gary, CT 53329",765-832-7184,-1550,weekly
CUST15943,Kayla Gillespie,1961-01-30,Female,christinawong@example.net,2022-04-10,2024-06-23,215.27,GOLD,N,2,"USNS Mendez, FPO AP 50973",956-657-3666,891,Daily
CUST15944,Corey Martinez,1967-09-03,nan,hortonjessica@example.com,2022-05-26,2025-03-20,387.36,,Y,Unknown,"4526 Hoffman Dam Suite 212, New Johnborough, RI 52636",+1-832-337-7440x913,3998,Yearly
CUST15945,KAREN VELAZQUEZ,1956-11-14,nan,hward@example.com,2022-04-17,2024-05-02,300.38,,Y,N/A,"116 Lisa Inlet, West John, DC 35259",+1-764-387-8202x3559,3333,
CUST15946,TERESA DAUGHERTY,2004-02-09,nan,laurie30@example.com,2021-10-14,2025-01-29,226.33,GOLD,False,Unknown,"48998 Cheryl Place, Aprilfort, NY 48037",786-251-2457x95026,3904,Yearly
CUST15947,Frank Wyatt,1962-08-21,Female,gmyers@example.net,2021-07-18,2025-04-08,741.92,Silver,nan,5 stars,"61404 dawn lights, scottside, vt 14891",+1-945-727-6529x809,1365 points,daily
CUST15948,Jenny Guzman,1958-06-20,F,petersonphillip@example.org,2022-04-28,2024-10-15,465.85,GOLD,No,5,"90644 Patterson Islands, West Wesley, KS 18601",001-888-237-5594,1053,Weekly
CUST15949,Thomas Torres,1991-12-10,M,hawkinsglenn@example.com,2023-01-26,2024-07-13,875.68,GOLD,True,1,"9728 jacobs stream, port robinland, az 59443",942.457.9024x16032,4181,Weekly
CUST15950,Richard Stewart,1998-12-02,Male,patricknorton@example.org,2023-06-26,2024-08-24,243.65,gold,No,Unknown,"Unit 3200 Box 8014, DPO AE 41782",123-456,708,
CUST15951,Nathan Jacobs,1978-12-09,Male,andrea07@example.com,2024-03-06,2024-05-13,18.27,gold,False,2,"896 Chelsea Land Suite 373, Martinport, IN 37394",+1-965-990-2915x683,2467,Weekly
CUST15952,Steven Henry,1997-03-13,Female,james10@example.net,2024-08-05,2024-11-04,544.63,,Yes,1,"19381 Cruz Street, Kimberlybury, FL 57759",,301,daily
CUST15953,Alec Tran,1944-10-02,Male,zparker@example.net,2020-08-09,2024-12-04,1056.79,Bronze,Yes,nan,"48542 Roberts Harbor, Patrickhaven, GU 13306",901-620-4471,3456,Monthly
CUST15954,Julia Long,1992-01-19,nan,ihenderson@example.org,2022-10-26,2024-12-16,659.3,bronze,nan,Unknown,"7400 michelle ports apt. 302, lake megan, hi 55079",+1-903-913-7030x558,3316,Weekly
CUST15955,Joshua Sheppard,2001-06-01,f,tmeyers@example.net,2021-02-19,2024-11-08,1464.61,Bronze,True,nan,"042 Choi Falls, Lake Alexandria, MI 37271",277.311.7534x05328,1419,Daily
CUST15956,Christina Welch,1993-11-12,F,kelly13@example.org,2023-06-01,2024-10-07,599.62,bronze,nan,5,"822 Wright Highway, West Daniellemouth, MD 07269",+1-556-924-8835x7638,2041,Daily
CUST15957,Bethany Hunt,1948-04-06,M,mackenziewilkerson@example.net,2024-10-01,2024-07-23,570.67,bronze,0,3,"2497 Young Ridges, South Jose, MN 07815",951.377.2291x73315,3921 points,Yearly
CUST15958,Evan Brown,2003-04-26,f,daniel72@example.com,Invalid Date,2024-07-05,146.61,GOLD,nan,Unknown,"77649 Charles Islands, New Michaelchester, OK 50698",001-313-689-0366x62333,4844,weekly
CUST15959,Jessica Roberts,1961-08-01,F,cannondavid@example.com,2023-10-17,2025-04-09,628.38,Silver,nan,4,"1457 Brenda Park, Curtisfurt, GU 95447",371-203-1978,1395,Yearly
CUST15960,Krista Martin,1994-01-21,m,sydneyflores@example.com,2022-11-16,2024-09-21,550.6,bronze,0,1,"542 Derrick Isle, South Michaelville, NV 29314",001-631-402-7278x74601,4278,Weekly
CUST15961,Ashley Reilly,1952-04-04,U,invalid_email@,06/08/2022,2024-07-30,377.77,Bronze,Y,nan,"9229 Christopher Tunnel, Dennisside, CO 97701",,688,Weekly
CUST15962,Robert Rogers,1945-08-09,Female,heather48@example.org,06/02/2024,2024-12-10,458.97,,1,4,"11729 Ryan Square Apt. 633, Carrilloport, SD 71013",944-227-9940,3254,Yearly
CUST15963,ROBIN RODRIGUEZ,1974-07-05,nan,charles54@example.org,2020-06-05,2024-09-20,479.57,Bronze,N,2,"27016 Barr Meadows Suite 166, Mckinneyburgh, CO 48998",(467)882-8414,1859,weekly
CUST15964,Anna Thompson,1954-03-11,Male,sturner@example.org,2024-06-26,2024-09-29,446.02,gold,0,3,"4954 Jesus Spring Suite 417, Lake Mary, PR 42207",001-462-590-3048x687,808 points,Daily
CUST15965,Stephanie Frost,1991-10-18,m,arodriguez@example.net,Invalid Date,2024-07-24,1126.91,Silver,1,5 stars,"52379 Michael Road Apt. 524, Charlesmouth, WA 79343",,3254,weekly
CUST15966,SHANE ROTH,1973-05-30,Male,bmeyers@example.org,06/26/2021,2024-08-28,388.74,,nan,nan,"78402 Delacruz Groves, East Derek, SC 01896",+1-940-555-8496x66655,3017 points,daily
CUST15967,Kristen Montgomery,1987-11-16,f,invalid_email@,11/30/2023,2024-09-30,550.79,,0,5 stars,"58823 Smith Stravenue, Travismouth, MI 40400",001-567-668-4482x611,457,daily
CUST15968,James Serrano,2000-03-23,M,darlenehayes@example.com,2024-07-06,2024-07-05,378.83,silver,Y,4,"6140 Boyd Island, Lake Lonniemouth, VA 57587",(360)877-7458,718,daily
CUST15969,Jeremy Morrow,1989-04-16,M,melissa71@example.org,2022-10-11,2025-04-04,735.03,silver,True,1,"59784 Collins Loaf, Christopherland, KS 08461",4107857264,2730,Weekly
CUST15970,Kimberly Riley,1996-08-11,M,chrisreed@example.org,2025-03-09,2024-10-14,553.03,,Y,2,"629 Sean Walk Apt. 913, West Christina, IL 43417",404.503.0277,1516 points,daily
CUST15971,Lindsay Johnson,1976-12-28,nan,michele61@example.net,11/24/2022,2024-11-29,416.03,Gold,nan,N/A,"553 Brian Isle Suite 779, Lake Andrewshire, AL 90418",(224)202-2853,2512,Monthly
CUST15972,TYLER COMBS,1972-07-18,Male,marc46@example.com,2025-04-03,2024-07-25,77.79,gold,Yes,3,"78463 Hodge Cape, Lake Johnborough, NV 90942",(591)536-5199x685,1105,weekly
CUST15973,Amanda Harris,1962-11-17,m,christianandersen@example.net,2022-01-29,2024-10-19,572.99,Gold,1,2,"064 Joy Trail Apt. 908, Monicaton, MO 12076",637.579.9317,312,
CUST15974,KAREN PATTERSON,1990-06-02,M,hunterball@example.net,2022-03-10,2024-12-08,407.13,Silver,nan,5 stars,"409 jacqueline light apt. 313, new melanie, pa 78768",(978)494-2941x529,1839 points,Weekly
CUST15975,George Wilkins,1988-02-22,m,reyesbrian@example.org,2021-01-09,2024-05-30,46492.1467,GOLD,Y,4,"971 Leah Roads, Port Travismouth, ID 36689",,4913,weekly
CUST15976,Aaron Smith,1996-06-10,Male,clarkkenneth@example.com,12/11/2023,2024-11-01,145.26,silver,1,1,"3007 Roberta Heights, Jonesstad, GA 58049",589-966-9999x207,3012,Monthly
CUST15977,Danielle Sanchez,1966-06-09,nan,lowetimothy@example.com,2021-06-23,2025-04-01,929.98,GOLD,1,nan,"530 Flores Stravenue Suite 812, North Sarahberg, CA 02028",815-254-1286x004,3975,Weekly
CUST15978,Seth Wilson,1980-09-09,f,timothyharris@example.org,Invalid Date,2024-11-20,757.02,silver,No,nan,"47065 Perry Drive Suite 732, Skinnerside, NH 24697",+1-557-606-0959x8557,2743,Weekly
CUST15979,Cameron Lopez,1975-09-01,nan,hhouse@example.com,2020-06-02,2025-02-25,929.21,,True,5,"72704 Blake Creek, Nelsontown, AZ 33873",542-767-8266x4257,621,daily
CUST15980,ZACHARY GONZALEZ,1965-07-08,m,hunterjeffery@example.org,07/08/2024,2024-09-02,844.09,silver,1,Unknown,"15383 French Curve Apt. 883, West Stephen, MT 03718",(679)424-7884x905,3034,Weekly
CUST15981,Richard Williams,1952-12-27,nan,tammy12@example.org,2022-10-22,2025-03-15,677.7,Gold,No,5 stars,"56420 Kelly Causeway, Nicolefurt, WI 86788",229-310-2471,4211,Monthly
CUST15982,Marcus Savage,1955-12-08,nan,christopher47@example.org,2021-02-10,2025-02-28,157.32,GOLD,No,N/A,"8291 Gay Glen, West Jamesville, MO 84081",,1644,
CUST15983,Kathryn Lopez,2004-11-21,f,jennifersanchez@example.org,2021-10-12,2024-12-08,1053.02,Bronze,False,5 stars,"1164 kelly shoal, lake julieton, me 94555",846-600-5747x4219,3350,weekly
CUST15984,Brandon Zimmerman,1947-01-03,Male,irodriguez@example.org,2024-08-16,2024-08-16,221.71,Gold,No,N/A,"381 Kimberly Falls Apt. 635, Port Michaelmouth, TN 62124",842.277.7829,3624 points,Daily
CUST15985,ROGER TORRES,1992-08-02,Male,smithalicia@example.org,2022-10-30,2024-12-19,419.48,GOLD,Yes,3,"969 Kimberly Isle Suite 844, East Kevin, VI 88581",937.413.4704x98500,86,Monthly
CUST15986,Melissa Roman,1957-12-07,Female,ianwhite@example.org,2024-08-06,2024-09-26,712.07,silver,Y,3,"USNS Knight, FPO AA 42438",+1-637-870-0480,3164,Yearly
CUST15987,Christopher Haney,1957-04-01,nan,mayjason@example.com,2022-10-04,2024-09-11,726.96,gold,Yes,3,"2788 Rivera Hills, Scottfort, VA 07626",+1-360-299-9135x43996,1248,weekly
CUST15988,Ryan Banks,1950-08-30,Male,hopkinsbonnie@example.org,2024-07-03,2024-12-30,671.67,gold,False,5 stars,"2810 Amber Walk, Jeremymouth, AL 97745",001-627-802-8168x0263,3386,Weekly
CUST15989,Tracy Rivera,1970-02-22,Male,kim44@example.net,10/20/2024,2024-07-21,379.91,bronze,N,1,"PSC 3079, Box 0813, APO AE 90161",661-821-7647x39973,2302,Monthly
CUST15990,Susan Estes,1977-06-07,F,lararegina@example.org,2020-12-27,2024-06-01,317.92,GOLD,No,nan,"PSC 1325, Box 6251, APO AP 43249",(285)270-8831x915,3061,daily
CUST15991,Johnny Blackwell,2002-12-19,M,xchan@example.com,2021-03-30,,1260.36,Gold,1,nan,"USS Kelly, FPO AA 41568",363.497.0082x62556,3345,Yearly
CUST15992,Adam Marquez,1950-08-19,Female,robert49@example.net,2025-02-21,2024-04-22,488.21,,1,4,"29680 Arroyo Trail, New Wesleyton, HI 56807",338.473.7941,2374,Daily
CUST15993,Kristin Arnold,1991-01-27,U,fholmes@example.com,2024-05-01,,451.47,bronze,0,2,"48491 Flowers Place Apt. 219, Austinstad, NJ 93157",+1-714-763-1265x409,3963,Monthly
CUST15994,KELLY MILLER,1959-02-23,Female,mhopkins@example.org,2021-03-06,2024-05-03,285.93,bronze,1,N/A,"335 Rodriguez Springs Apt. 399, Port Norma, NV 40880",902.466.4927,135,
CUST15995,William Alvarez,1985-11-19,Female,ysmith@example.net,Invalid Date,2024-05-20,573.4,Gold,Yes,N/A,"721 Small Vista Apt. 187, Colinborough, KY 55245",(234)258-9388,361,Monthly
CUST15996,Andrew Smith,1999-04-06,U,amorrow@example.org,2020-11-12,2025-04-10,559.41,bronze,Y,5 stars,"96299 Patrick Valley, Port Alecburgh, AL 13247",+1-951-567-1504x23438,3344,Monthly
CUST15997,Ronald Johnston,1998-09-19,F,istewart@example.org,2023-04-22,2025-01-11,495.13,Silver,Yes,Unknown,"02568 Glover Plains, Lake Richardfort, NC 30547",417-625-9244x10018,1842,Yearly
CUST15998,Matthew Mcknight,1973-07-17,nan,hgarcia@example.org,09/27/2023,2024-12-08,614.52,Gold,No,3,"80294 Shawn Grove, Lake Erika, WV 54654",,3488,daily
CUST15999,Melissa Edwards,1998-05-13,f,tracey01@example.net,2024-10-25,2024-05-29,1029.06,bronze,Yes,2,"4422 Trevor Vista, Vasquezstad, MP 14631",(869)923-1552,4673,
CUST16000,Peter Carroll,1996-02-10,Male,lboyer@example.com,2023-01-28,2024-06-08,321.48,bronze,nan,1,"3285 Kelsey Route Suite 473, West Laurafurt, MO 28823",383.805.5833x9251,3043,Yearly
CUST16001,Linda Hamilton,1972-11-06,M,ellismichele@example.com,2023-05-10,2024-10-24,512.93,Gold,1,3,"Unit 1512 Box 8423, DPO AP 59315",346-819-7841x0320,3103,daily
CUST16002,Katherine Montgomery,1995-07-20,m,tiffany59@example.org,2022-01-19,2025-04-07,305.65,silver,nan,Unknown,"735 Martinez Flats Apt. 784, East Jonathanland, TN 60526",(511)599-4871x688,135 points,daily
CUST16003,ALEXANDER COLLINS,2005-10-28,nan,ericmartin@example.com,2020-12-19,2024-09-08,588.41,,0,Unknown,"4480 Richard Loop Apt. 810, East Victorstad, AZ 27841",810.893.9038x723,1086,Daily
CUST16004,Jordan Wright,1974-09-18,U,murraylindsey@example.com,2022-10-26,2024-11-19,329.46,bronze,No,N/A,"03014 ruiz mill, north tammy, ok 41564",+1-373-336-6181x323,208,Weekly
CUST16005,ANTHONY GREGORY,1973-01-24,f,dunncarolyn@example.com,2022-05-25,2024-10-28,342.37,,Yes,2,"13313 Michael Estate Apt. 460, West Lindsay, WV 59882",222-804-3743x46763,2087,weekly
CUST16006,Wesley Cunningham,1987-11-16,nan,aaguirre@example.net,2023-07-15,2024-06-17,62.14,,True,3,"242 Barrett Rapids, Kramerhaven, AZ 51051",001-787-905-0167x62710,513,Weekly
CUST16007,Eric Mcdaniel,1989-03-21,U,vjohnson@example.com,2023-07-20,2024-07-28,529.34,Bronze,1,N/A,"440 William Crossing, South James, OH 49747",(968)924-6958,1791,Monthly
CUST16008,Amy Johnson,1985-12-29,Male,vthompson@example.net,2025-01-18,,628.93,silver,No,Unknown,"72529 Samuel Field, Karenborough, RI 61663",596.891.3183x6524,1840,Weekly
CUST16009,JACOB TAPIA,1973-03-16,F,sarahjordan@example.com,2022-10-17,2025-02-13,1058.14,Bronze,N,nan,"1620 Williams Extension, Mayerside, OH 95136",001-928-889-9895,3046,weekly
CUST16010,Teresa Marsh,1996-05-21,nan,deanbryant@example.com,2021-07-30,2024-10-15,640.85,silver,1,5 stars,"2127 Stephanie Club Suite 866, Daybury, SC 19049",(211)455-6141x94198,4848,Monthly
CUST16011,Matthew Garza,1994-04-11,U,catherinejones@example.com,2021-06-11,2024-09-18,365.09,GOLD,nan,3,"989 Joseph Park Suite 164, Hendersonburgh, FL 92456",+1-920-398-9551x6222,2590,Yearly
CUST16012,Deborah Cross,2002-04-09,Male,twilson@example.net,05/12/2023,2025-01-19,92.1,silver,False,nan,"8253 Dawn Mission Apt. 084, Elizabethtown, MS 58714",,2627,Weekly
CUST16013,ANDREA WILEY,1959-09-06,Male,rkennedy@example.net,2024-03-13,2025-02-12,133.61,Silver,1,5,"74466 jennifer plains suite 200, lake cassandra, wy 62434",+1-769-843-3520x7587,-2393,Daily
CUST16014,Colleen Miller,1960-03-04,F,moorelauren@example.com,Invalid Date,2025-01-03,111.31,bronze,0,4,"8470 Wright Unions, North Steven, AK 69952",(248)284-5424,1416,Daily
CUST16015,Rebekah Murray,1949-05-27,Female,melanie34@example.net,2025-03-09,2024-07-10,1063.41,,0,nan,"5684 Ricky Wells Apt. 153, New Paul, LA 87099",548-634-2239,-1033,
CUST16016,JERRY CAMPBELL,1968-12-02,nan,daniellekrueger@example.net,2023-10-21,2024-06-22,586.34,GOLD,nan,2,"8835 Hall Fort Apt. 032, North Michael, FM 79945",001-527-793-3292,4146,
